Accommodates;Availability 30;Availability 365;Bathrooms;Bedrooms;Beds;Calculated host listings count;Cleaning Fee;Extra People;Guests Included;Maximum Nights;Minimum Nights;Monthly Price;Número de registros;Number of Reviews;Price;Review Scores Accuracy;Review Scores Checkin;Review Scores Cleanliness;Review Scores Communication;Review Scores Location;Review Scores Rating;Review Scores Value;Reviews per Month;Security Deposit;SquareM2;Weekly Price;Neighbourhood_mean_enc;Neighbourhood_Cleansed_mean_enc;Neighbourhood_Group_Cleansed_mean_enc;State_mean_enc;Zipcode_mean_enc;Market_mean_enc;Country_Code_mean_enc;Property_Type_mean_enc;Room_Type_mean_enc;Bed_Type_mean_enc;Calendar_Updated_mean_enc;Cancellation_Policy_mean_enc
3;0;229;1.0;1.0;2.0;1;15.0;9;2;1125;1;1349.1429632380245;1;144;49.0;9.0;10.0;9.0;10.0;10.0;88.0;9.0;4.72;99.0;33.591561154449764;369.0396443127084;69.15033318147066;66.31659564353272;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;62.6527209814407
9;1;17;1.0;4.0;4.0;3;13.0;19;2;1125;1;1349.1429632380245;1;2;127.0;10.0;10.0;9.0;10.0;10.0;100.0;9.0;0.41;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.3462441314554;75.92205855240526
1;0;42;2.0;1.0;1.0;1;29.684927169094365;0;1;1125;1;1349.1429632380245;1;0;20.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;62.19565217391305;75.27106227106228;65.7026598852724;63.58646616541353;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;55.875457875457876;57.89649835409329
3;0;0;1.0;1.0;2.0;1;29.684927169094365;0;1;4;1;1349.1429632380245;1;4;23.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;0.48;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;66.31659564353272;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;62.022285323781695;34.44038307727379;66.53144502406364;54.22357779640921;57.89649835409329
1;15;341;1.0;1.0;1.0;9;8.0;15;1;1125;1;1349.1429632380245;1;14;24.0;9.0;10.0;9.0;10.0;10.0;89.0;9.0;0.65;200.0;33.591561154449764;369.0396443127084;69.59787738125293;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;38.88505747126437;34.44038307727379;66.53144502406364;62.214141414141416;75.92205855240526
2;0;61;2.0;1.0;2.0;1;29.684927169094365;0;1;1125;1;1349.1429632380245;1;3;40.0;10.0;10.0;10.0;10.0;10.0;100.0;9.0;0.24;184.25038605779838;33.591561154449764;369.0396443127084;113.8695652173913;102.68;70.92923046884306;65.7026598852724;83.91395793499044;66.0899232302445;66.24000746440058;62.022285323781695;34.44038307727379;66.53144502406364;57.39763779527559;57.89649835409329
2;11;346;1.0;1.0;1.0;4;35.0;30;1;90;2;1349.1429632380245;1;28;68.0;9.0;10.0;9.0;10.0;10.0;90.0;9.0;1.83;100.0;33.591561154449764;369.0396443127084;81.37124463519314;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.3462441314554;75.92205855240526
4;3;304;1.0;1.0;2.0;4;25.0;20;2;1125;2;966.0;1;134;50.0;10.0;10.0;10.0;10.0;10.0;93.0;9.0;3.71;100.0;0.0;369.0396443127084;70.71784737019263;60.089362770394956;72.53040418364307;68.06039924898577;67.71691655276966;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;68.91772151898734;62.6527209814407
6;4;293;1.0;1.0;3.0;1;29.684927169094365;0;1;1125;1;1349.1429632380245;1;29;64.0;9.0;10.0;9.0;9.0;10.0;86.0;9.0;2.5;184.25038605779838;33.591561154449764;369.0396443127084;85.85172413793103;85.96174142480211;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.74803149606299;57.89649835409329
2;8;226;1.0;0.0;1.0;3;29.684927169094365;0;1;1125;3;1349.1429632380245;1;1;105.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;0.16;184.25038605779838;33.591561154449764;369.0396443127084;86.68181818181819;77.84420796607962;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;62.6527209814407
3;2;24;1.0;0.0;2.0;1;20.0;30;2;1125;1;1349.1429632380245;1;35;63.0;10.0;10.0;8.0;9.0;10.0;89.0;9.0;1.23;150.0;33.591561154449764;369.0396443127084;81.37124463519314;79.67575757575757;72.53040418364307;68.06039924898577;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;57.89649835409329
2;0;0;2.0;1.0;1.0;1;29.684927169094365;0;1;1125;1;389.0;1;1;39.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;0.06;184.25038605779838;33.591561154449764;219.0;69.59787738125293;58.68421052631579;52.83018867924528;65.7026598852724;60.86274509803921;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;64.9090909090909;57.89649835409329
2;18;345;1.0;1.0;1.0;1;29.684927169094365;10;1;1125;2;1349.1429632380245;1;5;35.0;10.0;10.0;8.0;10.0;10.0;92.0;9.0;0.98;184.25038605779838;33.591561154449764;369.0396443127084;114.62688345342417;113.29693989010441;85.20124262897987;65.7026598852724;124.37368421052632;66.0899232302445;66.24000746440058;62.022285323781695;34.44038307727379;66.53144502406364;55.875457875457876;62.6527209814407
4;8;311;1.0;1.0;2.0;3;45.0;15;2;500;4;1550.0;1;49;72.0;9.0;9.0;10.0;9.0;9.0;89.0;9.0;1.04;100.0;33.591561154449764;520.0;86.68181818181819;77.84420796607962;72.53040418364307;68.06039924898577;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
2;17;143;1.0;1.0;1.0;2;5.0;12;1;1125;1;1349.1429632380245;1;0;34.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;60.089362770394956;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;61.81529135724089;57.89649835409329
1;0;94;1.0;1.0;1.0;1;20.0;0;1;30;2;300.0;1;4;25.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;0.48;100.0;33.591561154449764;103.0;69.59787738125293;29.28205128205128;35.38961038961039;65.7026598852724;32.982142857142854;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;57.39763779527559;57.89649835409329
4;0;164;1.0;1.0;1.0;1;30.0;10;2;1125;2;1349.1429632380245;1;5;72.0;10.0;10.0;10.0;10.0;10.0;96.0;9.0;0.77;120.0;33.591561154449764;369.0396443127084;69.15033318147066;66.31659564353272;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;57.89649835409329
1;0;66;1.0;1.0;1.0;3;29.684927169094365;18;1;1125;1;1349.1429632380245;1;0;21.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;43.96396396396396;48.11764705882353;85.20124262897987;65.7026598852724;49.98095238095238;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;59.3462441314554;75.92205855240526
1;5;32;1.0;1.0;1.0;2;29.684927169094365;0;1;1125;1;1349.1429632380245;1;2;25.0;10.0;9.0;10.0;10.0;9.0;90.0;9.0;0.91;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;59.340425531914896;74.19843342036553;65.7026598852724;76.73333333333333;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;59.3462441314554;62.6527209814407
8;6;194;2.0;3.0;7.0;4;65.0;0;6;1125;3;1349.1429632380245;1;64;200.0;10.0;10.0;10.0;10.0;10.0;98.0;10.0;4.9;200.0;33.591561154449764;369.0396443127084;69.59787738125293;85.96174142480211;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
2;0;276;2.0;1.0;1.0;1;12.0;10;1;508;3;1349.1429632380245;1;0;50.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;114.62688345342417;113.29693989010441;85.20124262897987;65.7026598852724;86.23299373253602;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;57.39763779527559;75.92205855240526
2;8;343;1.5;1.0;1.0;2;5.0;10;1;1125;1;1349.1429632380245;1;8;35.0;9.0;10.0;8.0;10.0;10.0;88.0;9.0;0.68;184.25038605779838;33.591561154449764;369.0396443127084;55.865671641791046;54.06310679611651;46.43317230273752;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;59.156670716928154;34.44038307727379;66.53144502406364;52.067796610169495;75.92205855240526
1;29;364;1.5;1.0;1.0;1;29.684927169094365;0;1;1125;1;1349.1429632380245;1;0;395.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;76.01204819277109;74.19843342036553;65.7026598852724;76.73333333333333;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;54.22357779640921;57.89649835409329
2;15;336;1.0;1.0;1.0;1;15.0;0;1;1125;1;1349.1429632380245;1;50;55.0;10.0;10.0;10.0;10.0;10.0;98.0;10.0;2.75;300.0;33.591561154449764;369.0396443127084;62.36932707355243;60.089362770394956;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;68.91772151898734;62.6527209814407
2;28;88;1.5;1.0;2.0;1;29.684927169094365;0;1;14;1;1349.1429632380245;1;7;25.0;9.0;10.0;8.0;10.0;9.0;80.0;7.0;1.63;184.25038605779838;33.591561154449764;369.0396443127084;75.66666666666667;93.42307692307692;75.27106227106228;65.7026598852724;102.86666666666666;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;62.214141414141416;57.89649835409329
2;0;159;1.0;1.0;1.0;37;70.0;0;1;1125;3;1349.1429632380245;1;7;95.0;9.0;9.0;9.0;9.0;10.0;89.0;8.0;0.29;400.0;33.591561154449764;369.0396443127084;75.72549019607843;72.98850574712644;70.92923046884306;65.7026598852724;79.94011976047904;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
2;1;20;1.0;1.0;1.0;3;29.684927169094365;0;1;30;3;1349.1429632380245;1;47;46.0;8.0;10.0;9.0;10.0;9.0;86.0;9.0;3.82;184.25038605779838;33.591561154449764;369.0396443127084;70.71784737019263;60.089362770394956;72.53040418364307;65.7026598852724;67.71691655276966;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;56.233502538071065;61.81529135724089;75.92205855240526
4;16;325;1.0;2.0;2.0;9;35.0;20;2;90;2;1349.1429632380245;1;117;60.0;9.0;9.0;9.0;9.0;9.0;83.0;8.0;1.61;150.0;33.591561154449764;369.0396443127084;85.6644591611479;81.9640522875817;72.53040418364307;68.06039924898577;83.91395793499044;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;62.6527209814407
2;14;100;1.0;1.0;1.0;8;30.0;0;1;1125;2;1349.1429632380245;1;17;46.0;9.0;9.0;9.0;9.0;10.0;81.0;8.0;1.48;90.0;33.591561154449764;369.0396443127084;69.59787738125293;85.96174142480211;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
2;16;339;1.0;1.0;1.0;1;29.684927169094365;0;1;1125;3;1300.0;1;42;65.0;10.0;9.0;10.0;10.0;10.0;93.0;10.0;1.41;184.25038605779838;33.591561154449764;410.0;81.37124463519314;79.67575757575757;72.53040418364307;68.06039924898577;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;58.876574307304786;62.6527209814407
1;3;274;1.0;1.0;1.0;1;29.684927169094365;0;1;1125;7;1349.1429632380245;1;24;27.0;10.0;10.0;10.0;10.0;10.0;93.0;10.0;1.75;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;81.9640522875817;72.53040418364307;65.7026598852724;83.91395793499044;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.74803149606299;75.92205855240526
4;0;219;1.0;1.0;2.0;5;7.0;10;2;1125;2;1349.1429632380245;1;33;62.0;10.0;10.0;10.0;10.0;10.0;92.0;9.0;0.93;184.25038605779838;33.591561154449764;400.0;85.85172413793103;85.96174142480211;72.53040418364307;68.06039924898577;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;57.39763779527559;75.92205855240526
5;5;292;2.0;3.0;3.0;9;40.0;20;3;1125;1;1349.1429632380245;1;29;120.0;10.0;9.0;10.0;10.0;10.0;94.0;9.0;3.92;150.0;33.591561154449764;369.0396443127084;85.6644591611479;81.9640522875817;72.53040418364307;65.7026598852724;83.91395793499044;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;61.81529135724089;62.6527209814407
1;30;365;1.0;1.0;1.0;11;29.684927169094365;5;1;10;4;300.0;1;4;12.0;8.0;8.0;6.0;9.0;7.0;75.0;8.0;0.17;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;38.054545454545455;35.38961038961039;65.7026598852724;38.004950495049506;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;54.22357779640921;75.92205855240526
2;16;167;1.0;1.0;1.0;2;29.684927169094365;0;1;3;1;1349.1429632380245;1;15;34.0;9.0;9.0;10.0;10.0;9.0;89.0;9.0;2.45;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;57.93333333333333;39.87719298245614;65.7026598852724;40.142857142857146;66.0899232302445;66.24000746440058;64.45303867403315;34.44038307727379;66.53144502406364;61.5;57.89649835409329
2;23;83;2.0;1.0;1.0;2;10.0;0;1;1125;1;1349.1429632380245;1;0;35.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;66.31659564353272;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;61.81529135724089;57.89649835409329
1;30;365;1.0;1.0;1.0;2;5.0;0;1;1125;1;1125.0;1;8;50.0;10.0;10.0;9.0;10.0;10.0;94.0;9.0;0.43;184.25038605779838;33.591561154449764;300.0;69.15033318147066;66.31659564353272;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;52.067796610169495;57.89649835409329
1;3;35;1.0;1.0;1.0;1;29.684927169094365;0;1;5;1;1349.1429632380245;1;0;11.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;48.142857142857146;52.83018867924528;65.7026598852724;44.46268656716418;66.0899232302445;66.24000746440058;59.156670716928154;34.44038307727379;66.53144502406364;57.072463768115945;57.89649835409329
3;0;287;1.0;1.0;1.0;1;5.0;15;1;1125;1;357.0;1;26;18.0;10.0;10.0;10.0;10.0;9.0;98.0;9.0;1.89;184.25038605779838;33.591561154449764;101.0;69.59787738125293;29.28205128205128;35.38961038961039;65.7026598852724;31.61764705882353;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;61.81529135724089;75.92205855240526
6;1;1;2.5;2.0;3.0;1;30.0;15;4;45;2;1349.1429632380245;1;3;85.0;9.0;9.0;9.0;10.0;10.0;93.0;9.0;0.34;100.0;33.591561154449764;369.0396443127084;69.59787738125293;81.9640522875817;72.53040418364307;68.06039924898577;66.45249798752639;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;55.875457875457876;57.89649835409329
2;18;169;1.0;1.0;1.0;1;15.0;7;1;14;2;695.0;1;7;35.0;10.0;10.0;10.0;10.0;9.0;94.0;9.0;0.51;300.0;33.591561154449764;220.0;63.6996443234253;74.11666666666666;67.3867473880209;65.7026598852724;66.62776078604058;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;57.39763779527559;62.6527209814407
4;4;275;1.0;1.0;2.0;9;15.0;5;2;9999;3;1500.0;1;68;82.0;10.0;10.0;10.0;10.0;10.0;97.0;10.0;3.57;250.0;33.591561154449764;500.0;69.59787738125293;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
2;0;126;2.0;1.0;2.0;1;10.0;10;1;90;2;1349.1429632380245;1;2;17.0;10.0;10.0;10.0;10.0;9.0;100.0;10.0;0.34;100.0;33.591561154449764;369.0396443127084;41.754901960784316;35.34782608695652;37.275862068965516;65.7026598852724;29.03448275862069;66.0899232302445;66.24000746440058;64.45303867403315;34.44038307727379;66.53144502406364;51.9646017699115;57.89649835409329
2;7;242;1.0;1.0;2.0;1;29.684927169094365;0;1;1125;1;1349.1429632380245;1;19;60.0;10.0;9.0;10.0;10.0;10.0;95.0;9.0;1.7;184.25038605779838;33.591561154449764;369.0396443127084;85.6644591611479;81.9640522875817;72.53040418364307;65.7026598852724;83.91395793499044;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;61.5;57.89649835409329
2;19;323;1.0;1.0;1.0;12;29.684927169094365;0;1;1125;1;1349.1429632380245;1;8;60.0;10.0;10.0;9.0;10.0;10.0;91.0;9.0;0.24;184.25038605779838;33.591561154449764;369.0396443127084;85.85172413793103;77.84420796607962;72.53040418364307;68.06039924898577;66.45249798752639;66.0899232302445;66.24000746440058;38.88505747126437;34.44038307727379;66.53144502406364;59.3462441314554;75.92205855240526
3;29;364;1.0;1.0;1.0;1;29.684927169094365;0;1;1125;1;1349.1429632380245;1;1;75.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;0.03;184.25038605779838;33.591561154449764;369.0396443127084;59.28767123287671;56.11818181818182;74.19843342036553;68.06039924898577;60.71398747390397;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;75.0;57.89649835409329
2;8;333;1.0;1.0;1.0;3;20.0;10;1;30;2;1349.1429632380245;1;8;39.0;10.0;10.0;10.0;10.0;10.0;90.0;10.0;0.36;100.0;33.591561154449764;210.0;69.15033318147066;66.31659564353272;72.53040418364307;65.6;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;84.08147080028839;75.92205855240526
10;9;214;4.0;5.0;6.0;1;150.0;18;6;1125;3;4000.0;1;7;250.0;9.0;9.0;9.0;10.0;8.0;89.0;9.0;0.54;200.0;33.591561154449764;369.0396443127084;69.59787738125293;54.27272727272727;49.84873949579832;65.7026598852724;74.87234042553192;66.0899232302445;66.24000746440058;77.0;87.45374637620552;66.53144502406364;58.876574307304786;75.92205855240526
2;2;156;1.0;1.0;1.0;1;25.0;0;1;1125;2;1349.1429632380245;1;15;51.0;9.0;9.0;9.0;9.0;10.0;85.0;9.0;2.39;200.0;33.591561154449764;369.0396443127084;69.59787738125293;77.84420796607962;72.53040418364307;65.7026598852724;67.71691655276966;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;68.91772151898734;57.89649835409329
4;23;358;2.0;2.0;2.0;1;50.0;50;2;1125;1;1349.1429632380245;1;6;100.0;10.0;10.0;10.0;10.0;10.0;97.0;10.0;0.56;184.25038605779838;33.591561154449764;369.0396443127084;55.865671641791046;54.06310679611651;46.43317230273752;65.7026598852724;45.4514435695538;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;63.40229885057471;57.89649835409329
2;0;280;1.0;1.0;2.0;14;29.684927169094365;17;1;1125;1;1349.1429632380245;1;17;18.0;9.0;9.0;9.0;9.0;9.0;87.0;9.0;1.14;184.25038605779838;33.591561154449764;369.0396443127084;43.96396396396396;48.11764705882353;85.20124262897987;65.7026598852724;49.98095238095238;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;61.81529135724089;75.92205855240526
4;0;0;1.0;2.0;2.0;1;29.684927169094365;0;1;1125;4;2200.0;1;0;100.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;200.0;33.591561154449764;650.0;81.37124463519314;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;58.125;62.6527209814407
2;12;343;1.0;1.0;1.0;3;29.684927169094365;10;1;1125;1;1349.1429632380245;1;87;30.0;10.0;10.0;10.0;10.0;10.0;95.0;10.0;4.33;184.25038605779838;33.591561154449764;195.0;69.59787738125293;81.9640522875817;72.53040418364307;65.7026598852724;83.91395793499044;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;84.08147080028839;57.89649835409329
4;3;103;1.0;2.0;3.0;1;40.0;0;2;1125;2;1349.1429632380245;1;27;80.0;10.0;10.0;10.0;10.0;10.0;96.0;10.0;3.32;100.0;33.591561154449764;369.0396443127084;69.15033318147066;66.31659564353272;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;61.81529135724089;62.6527209814407
2;30;365;1.0;1.0;1.0;1;29.684927169094365;30;1;1125;2;1349.1429632380245;1;16;50.0;10.0;10.0;10.0;10.0;9.0;96.0;10.0;0.44;184.25038605779838;33.591561154449764;369.0396443127084;37.1063829787234;33.024096385542165;46.43317230273752;68.06039924898577;45.4514435695538;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;59.3462441314554;75.92205855240526
4;17;349;1.0;1.0;2.0;1;25.0;0;1;1125;3;1349.1429632380245;1;44;65.0;9.0;9.0;8.0;10.0;10.0;90.0;9.0;3.26;184.25038605779838;33.591561154449764;369.0396443127084;81.37124463519314;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;73.38528138528139;87.45374637620552;66.53144502406364;54.669064748201436;62.6527209814407
3;7;323;1.0;3.0;2.0;1;12.0;0;1;1125;2;1349.1429632380245;1;13;70.0;10.0;10.0;10.0;10.0;9.0;98.0;10.0;1.11;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;36.4;35.38961038961039;65.7026598852724;38.004950495049506;66.0899232302445;66.24000746440058;59.156670716928154;87.45374637620552;66.53144502406364;61.0188679245283;62.6527209814407
6;0;0;1.0;2.0;2.0;1;18.0;0;1;1125;2;1349.1429632380245;1;8;149.0;9.0;10.0;8.0;10.0;10.0;87.0;9.0;2.38;184.25038605779838;33.591561154449764;369.0396443127084;62.36932707355243;60.089362770394956;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;51.9646017699115;62.6527209814407
7;6;285;1.0;3.0;5.0;1;70.0;6;5;1125;2;2200.0;1;76;86.0;9.0;9.0;9.0;9.0;9.0;88.0;9.0;3.9;350.0;33.591561154449764;369.0396443127084;85.85172413793103;85.96174142480211;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.3462441314554;75.92205855240526
3;5;41;3.0;1.0;1.0;7;10.0;10;2;1125;2;1349.1429632380245;1;51;20.0;8.0;9.0;8.0;9.0;10.0;80.0;8.0;2.15;184.25038605779838;33.591561154449764;369.0396443127084;85.85172413793103;85.96174142480211;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;59.3462441314554;75.92205855240526
6;0;199;2.0;1.0;5.0;2;20.0;15;1;1125;5;350.0;1;5;20.0;10.0;10.0;9.0;10.0;8.0;100.0;10.0;0.09;184.25038605779838;33.591561154449764;110.0;69.59787738125293;21.75;37.275862068965516;65.6;29.03448275862069;66.0899232302445;66.24000746440058;59.156670716928154;34.44038307727379;66.53144502406364;58.876574307304786;57.89649835409329
2;0;0;1.0;0.0;2.0;1;10.0;10;1;5;2;1349.1429632380245;1;4;44.0;9.0;10.0;9.0;10.0;10.0;95.0;9.0;0.33;184.25038605779838;33.591561154449764;369.0396443127084;85.6644591611479;81.9640522875817;72.53040418364307;65.7026598852724;83.91395793499044;66.0899232302445;66.24000746440058;73.38528138528139;87.45374637620552;66.53144502406364;52.06862184695183;57.89649835409329
4;7;125;1.0;1.0;2.0;23;20.0;15;2;1125;1;1349.1429632380245;1;260;62.0;10.0;10.0;10.0;10.0;9.0;95.0;9.0;5.57;100.0;0.0;369.0396443127084;62.36932707355243;60.089362770394956;72.53040418364307;68.06039924898577;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
2;3;221;1.0;0.0;2.0;29;29.684927169094365;0;1;1125;1;1349.1429632380245;1;1;89.0;10.0;9.624399615754083;10.0;10.0;9.544679317799664;100.0;9.20754263752102;0.21;184.25038605779838;33.591561154449764;369.0396443127084;85.6644591611479;81.9640522875817;72.53040418364307;65.7026598852724;83.91395793499044;66.20255995788565;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;57.89649835409329
4;7;342;1.0;1.0;4.0;33;29.684927169094365;18;1;1125;1;1349.1429632380245;1;3;19.0;5.0;6.0;6.0;7.0;7.0;53.0;5.0;0.36;184.25038605779838;33.591561154449764;369.0396443127084;43.96396396396396;48.11764705882353;85.20124262897987;65.7026598852724;49.98095238095238;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;52.14983931651659;75.92205855240526
1;30;269;1.0;1.0;1.0;3;29.684927169094365;0;1;1125;1;445.0;1;8;39.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;0.35;184.25038605779838;33.591561154449764;135.0;65.88636363636364;43.18421052631579;56.64900662251656;65.7026598852724;52.41463414634146;66.0899232302445;66.24000746440058;59.156670716928154;34.44038307727379;66.53144502406364;63.40229885057471;57.89649835409329
4;0;296;1.0;2.0;3.0;4;25.0;0;1;1125;2;1500.0;1;20;100.0;9.0;10.0;10.0;9.0;10.0;91.0;9.0;0.72;80.0;33.591561154449764;510.0;81.37124463519314;79.67575757575757;72.53040418364307;68.06039924898577;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.3462441314554;75.92205855240526
