Accommodates;Availability 30;Availability 365;Bathrooms;Bedrooms;Beds;Calculated host listings count;Cleaning Fee;Extra People;Guests Included;Maximum Nights;Minimum Nights;Monthly Price;Número de registros;Number of Reviews;Price;Review Scores Accuracy;Review Scores Checkin;Review Scores Cleanliness;Review Scores Communication;Review Scores Location;Review Scores Rating;Review Scores Value;Reviews per Month;Security Deposit;SquareM2;Weekly Price;Neighbourhood_mean_enc;Neighbourhood_Cleansed_mean_enc;Neighbourhood_Group_Cleansed_mean_enc;State_mean_enc;Zipcode_mean_enc;Market_mean_enc;Country_Code_mean_enc;Property_Type_mean_enc;Room_Type_mean_enc;Bed_Type_mean_enc;Calendar_Updated_mean_enc;Cancellation_Policy_mean_enc
4;9;143;1.0;2.0;3.0;1;50.0;0;1;1125;2;1349.1429632380245;1;8;95.0;10.0;10.0;10.0;10.0;10.0;94.0;9.0;1.37;184.25038605779838;33.591561154449764;369.0396443127084;88.76190476190476;84.20994475138122;85.20124262897987;65.7026598852724;124.37368421052632;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.3462441314554;62.6527209814407
2;0;3;1.0;1.0;1.0;1;29.684927169094365;0;1;10;2;1349.1429632380245;1;10;75.0;10.0;10.0;9.0;10.0;10.0;98.0;10.0;1.08;184.25038605779838;33.591561154449764;369.0396443127084;69.15033318147066;66.31659564353272;72.53040418364307;65.7026598852724;60.71398747390397;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;61.5;75.92205855240526
4;0;250;1.0;1.0;2.0;1;20.0;0;1;365;5;1000.0;1;36;65.0;9.0;10.0;9.0;9.0;9.0;94.0;9.0;0.71;100.0;44.96507136;370.0;62.36932707355243;60.089362770394956;72.53040418364307;68.06039924898577;66.45249798752639;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;68.91772151898734;62.6527209814407
6;4;241;1.0;2.0;4.0;2;50.0;10;4;1125;1;1349.1429632380245;1;10;120.0;9.0;9.0;10.0;9.0;10.0;96.0;10.0;1.95;400.0;33.591561154449764;369.0396443127084;69.59787738125293;85.96174142480211;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
1;0;223;1.0;1.0;1.0;1;29.684927169094365;0;1;1125;1;1349.1429632380245;1;1;25.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;1.0;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;84.20994475138122;85.20124262897987;65.7026598852724;124.37368421052632;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;62.214141414141416;62.6527209814407
2;28;266;1.0;1.0;2.0;1;29.684927169094365;0;1;7;2;1349.1429632380245;1;0;50.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;63.6996443234253;74.11666666666666;67.3867473880209;65.7026598852724;66.62776078604058;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;52.067796610169495;57.89649835409329
1;23;358;1.0;1.0;1.0;1;29.684927169094365;5;1;1125;2;350.0;1;8;25.0;9.0;9.0;8.0;9.0;9.0;90.0;9.0;0.25;100.0;33.591561154449764;100.0;55.865671641791046;54.06310679611651;46.43317230273752;65.7026598852724;45.4514435695538;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;61.0188679245283;62.6527209814407
4;3;175;1.0;2.0;3.0;1;29.684927169094365;20;4;1125;3;1349.1429632380245;1;129;100.0;10.0;10.0;10.0;10.0;9.0;98.0;10.0;4.85;184.25038605779838;33.591561154449764;369.0396443127084;70.71784737019263;60.089362770394956;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;61.81529135724089;62.6527209814407
2;3;325;1.0;1.0;2.0;8;20.0;0;2;1125;2;1349.1429632380245;1;4;45.0;10.0;10.0;10.0;10.0;10.0;95.0;10.0;0.86;100.0;33.591561154449764;369.0396443127084;62.36932707355243;60.089362770394956;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.74803149606299;75.92205855240526
6;5;214;2.0;2.0;5.0;3;40.0;25;2;1125;3;1349.1429632380245;1;51;130.0;10.0;10.0;10.0;10.0;10.0;94.0;9.0;1.66;200.0;33.591561154449764;369.0396443127084;69.59787738125293;85.96174142480211;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;62.6527209814407
6;0;16;1.0;0.0;5.0;7;25.0;0;1;10;2;1349.1429632380245;1;12;90.0;8.0;8.0;9.0;8.0;10.0;80.0;9.0;0.73;150.0;33.591561154449764;369.0396443127084;85.85172413793103;85.96174142480211;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.3462441314554;75.92205855240526
2;6;305;1.0;1.0;1.0;1;20.0;0;1;1125;2;1349.1429632380245;1;0;60.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;200.0;33.591561154449764;369.0396443127084;69.59787738125293;60.089362770394956;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.74803149606299;62.6527209814407
1;0;10;5.0;1.0;1.0;38;29.684927169094365;0;1;1125;4;1288.0;1;0;23.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;200.0;33.591561154449764;322.0;85.85172413793103;85.96174142480211;72.53040418364307;65.6;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;51.9646017699115;75.92205855240526
6;20;238;2.0;3.0;4.0;77;103.0;0;1;1125;3;1349.1429632380245;1;0;494.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;132.11458333333334;135.77955474562128;85.20124262897987;65.7026598852724;124.37368421052632;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
4;6;187;1.0;1.0;1.0;15;30.0;20;2;1125;3;1700.0;1;20;85.0;10.0;10.0;10.0;9.0;10.0;94.0;9.0;0.45;300.0;33.591561154449764;450.0;132.11458333333334;135.77955474562128;85.20124262897987;68.06039924898577;83.91395793499044;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
2;3;13;1.0;1.0;2.0;1;5.0;5;1;7;3;1349.1429632380245;1;60;40.0;10.0;10.0;10.0;10.0;10.0;97.0;10.0;2.23;100.0;33.591561154449764;250.0;85.85172413793103;85.96174142480211;72.53040418364307;68.06039924898577;84.0776986307439;66.0899232302445;66.24000746440058;59.156670716928154;34.44038307727379;66.53144502406364;61.5;75.92205855240526
2;29;364;1.0;1.0;1.0;1;29.684927169094365;0;1;1125;2;1349.1429632380245;1;0;60.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;85.81889763779527;74.19843342036553;65.7026598852724;78.68627450980392;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;58.58518518518518;57.89649835409329
2;11;152;1.0;1.0;1.0;4;35.0;5;1;90;3;1750.0;1;75;59.0;9.0;10.0;10.0;10.0;10.0;94.0;9.0;1.67;100.0;0.0;445.0;69.59787738125293;79.67575757575757;72.53040418364307;68.06039924898577;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;62.6527209814407
4;4;62;1.0;2.0;3.0;1;40.0;0;1;1125;3;1349.1429632380245;1;28;99.0;9.0;10.0;10.0;10.0;10.0;94.0;9.0;2.68;250.0;33.591561154449764;369.0396443127084;85.6644591611479;81.9640522875817;72.53040418364307;65.7026598852724;83.91395793499044;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
4;7;110;1.0;1.0;2.0;1;29.684927169094365;10;2;1125;2;1349.1429632380245;1;29;50.0;10.0;10.0;10.0;10.0;10.0;94.0;9.0;4.51;184.25038605779838;33.591561154449764;369.0396443127084;81.37124463519314;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;57.89649835409329
2;0;0;2.0;1.0;1.0;3;29.684927169094365;10;1;1125;1;1349.1429632380245;1;0;25.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;120.0;37.1063829787234;33.024096385542165;46.43317230273752;65.7026598852724;45.4514435695538;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;61.81529135724089;57.89649835409329
6;1;263;2.0;2.0;3.0;23;39.0;16;4;1125;2;2900.0;1;92;105.0;10.0;10.0;10.0;10.0;10.0;94.0;9.0;5.04;200.0;33.591561154449764;800.0;85.6644591611479;81.9640522875817;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;62.022285323781695;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
4;1;272;1.0;2.0;2.0;4;40.0;15;2;1125;1;2200.0;1;145;80.0;10.0;10.0;10.0;10.0;9.0;95.0;9.0;4.58;90.0;33.591561154449764;600.0;113.8695652173913;102.68;70.92923046884306;68.06039924898577;83.91395793499044;66.0899232302445;66.24000746440058;59.156670716928154;87.45374637620552;66.53144502406364;55.875457875457876;75.92205855240526
6;5;143;1.0;2.0;3.0;48;40.0;10;1;30;1;1349.1429632380245;1;17;79.0;8.0;8.0;6.0;8.0;9.0;73.0;7.0;1.9;100.0;33.591561154449764;369.0396443127084;75.66666666666667;93.42307692307692;75.27106227106228;65.7026598852724;102.86666666666666;66.0899232302445;66.24000746440058;59.156670716928154;87.45374637620552;66.53144502406364;84.08147080028839;62.6527209814407
3;2;285;1.0;1.0;2.0;8;29.0;15;2;1125;1;2300.0;1;151;69.0;10.0;10.0;10.0;10.0;10.0;98.0;10.0;6.66;88.0;33.591561154449764;369.0396443127084;81.37124463519314;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;75.92205855240526
2;0;120;1.0;1.0;1.0;1;20.0;0;1;1125;3;1349.1429632380245;1;10;75.0;9.0;10.0;9.0;9.0;10.0;91.0;9.0;2.29;184.25038605779838;33.591561154449764;369.0396443127084;85.85172413793103;85.96174142480211;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.3462441314554;75.92205855240526
1;30;365;2.0;1.0;1.0;3;29.684927169094365;0;1;1125;10;1349.1429632380245;1;4;30.0;8.0;9.0;9.0;9.0;9.0;75.0;8.0;0.18;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;77.84420796607962;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;38.88505747126437;34.44038307727379;66.53144502406364;57.39763779527559;57.89649835409329
2;26;361;1.0;1.0;1.0;1;10.0;15;1;1125;2;1349.1429632380245;1;3;28.0;9.0;8.0;7.0;9.0;8.0;87.0;8.0;0.76;150.0;33.591561154449764;369.0396443127084;69.59787738125293;60.089362770394956;72.53040418364307;65.7026598852724;67.71691655276966;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;83.03030303030303;57.89649835409329
1;0;0;2.0;1.0;1.0;1;29.684927169094365;0;1;60;1;1349.1429632380245;1;0;14.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;58.58536585365854;84.20994475138122;85.20124262897987;65.7026598852724;49.98095238095238;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;52.067796610169495;57.89649835409329
2;7;310;1.0;1.0;1.0;1;29.684927169094365;40;2;1125;2;1349.1429632380245;1;2;80.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;0.16;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;33.142857142857146;38.166666666666664;65.7026598852724;67.71691655276966;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;58.876574307304786;57.89649835409329
2;0;0;1.0;1.0;1.0;1;10.0;0;1;1125;1;1349.1429632380245;1;0;30.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;35.857142857142854;30.12;37.851851851851855;65.7026598852724;34.57142857142857;66.0899232302445;66.24000746440058;38.88505747126437;34.44038307727379;66.53144502406364;54.22357779640921;57.89649835409329
2;17;17;1.0;0.0;1.0;1;30.0;0;1;1125;2;1349.1429632380245;1;0;60.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;150.0;33.591561154449764;369.0396443127084;86.68181818181819;77.84420796607962;72.53040418364307;65.7026598852724;67.71691655276966;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;62.6527209814407
4;0;0;1.0;1.0;1.0;1;29.684927169094365;0;1;1125;1;1349.1429632380245;1;0;50.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;184.25038605779838;33.591561154449764;369.0396443127084;43.46296296296296;37.5;39.86666666666667;65.7026598852724;37.5;66.0899232302445;66.24000746440058;73.38528138528139;87.45374637620552;66.53144502406364;54.22357779640921;57.89649835409329
4;0;260;1.0;1.0;2.0;12;49.0;10;2;1125;2;1349.1429632380245;1;3;140.0;7.0;9.0;7.0;9.0;9.0;73.0;7.0;0.41;150.0;33.591561154449764;369.0396443127084;81.37124463519314;79.67575757575757;72.53040418364307;65.7026598852724;73.11506849315069;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;84.08147080028839;62.6527209814407
9;15;312;4.5;5.0;6.0;1;75.0;0;1;1125;2;1349.1429632380245;1;1;595.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;1.0;184.25038605779838;33.591561154449764;369.0396443127084;132.11458333333334;135.77955474562128;85.20124262897987;65.7026598852724;124.37368421052632;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;52.14983931651659;62.6527209814407
2;0;0;1.0;0.0;1.0;1;29.684927169094365;0;1;15;1;1349.1429632380245;1;1;30.0;10.0;10.0;10.0;10.0;10.0;100.0;10.0;1.0;184.25038605779838;33.591561154449764;369.0396443127084;132.11458333333334;135.77955474562128;85.20124262897987;65.7026598852724;124.37368421052632;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;58.876574307304786;57.89649835409329
4;4;262;1.0;2.0;2.0;1;25.0;0;1;10;2;1349.1429632380245;1;41;85.0;10.0;10.0;10.0;10.0;9.0;99.0;10.0;5.64;150.0;33.591561154449764;369.0396443127084;37.55555555555556;40.62068965517241;52.83018867924528;65.7026598852724;44.46268656716418;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;59.3462441314554;75.92205855240526
1;16;333;1.0;1.0;1.0;3;10.0;0;1;1125;3;1349.1429632380245;1;13;14.0;10.0;10.0;10.0;10.0;9.0;94.0;10.0;1.94;184.25038605779838;33.591561154449764;369.0396443127084;69.59787738125293;30.12;37.851851851851855;65.7026598852724;34.57142857142857;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;59.3462441314554;75.92205855240526
1;0;311;3.0;1.0;1.0;26;30.0;0;1;1125;7;1349.1429632380245;1;0;35.0;9.406021350605734;9.624399615754083;9.327699868152942;9.646290303248232;9.544679317799664;91.59453957609867;9.20754263752102;1.9365535186280272;200.0;33.591561154449764;369.0396443127084;85.85172413793103;85.96174142480211;72.53040418364307;65.7026598852724;84.0776986307439;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;61.81529135724089;75.92205855240526
1;0;0;1.0;1.0;1.0;1;29.684927169094365;0;1;4;1;1349.1429632380245;1;18;27.0;10.0;10.0;10.0;10.0;10.0;98.0;10.0;1.16;184.25038605779838;33.591561154449764;369.0396443127084;43.96396396396396;48.11764705882353;85.20124262897987;65.7026598852724;49.98095238095238;66.0899232302445;66.24000746440058;67.81462841714821;34.44038307727379;66.53144502406364;56.48760330578512;62.6527209814407
6;4;293;2.0;3.0;4.0;3;200.0;30;7;90;2;1349.1429632380245;1;37;99.0;9.0;9.0;10.0;9.0;10.0;93.0;9.0;1.76;184.25038605779838;33.591561154449764;369.0396443127084;85.6644591611479;81.9640522875817;72.53040418364307;65.7026598852724;66.63098086124401;66.0899232302445;66.24000746440058;67.81462841714821;87.45374637620552;66.53144502406364;62.214141414141416;75.92205855240526
